gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,pfam,og,name,TF,STING,cGLR
Spis_XP_022798728_1,169.1753683,-1.227727367,0.556277947,0.001585554,0.007750759,I-set/CUB/,leucine_rich_repeat_and_fibronectin_type_III_domain_containing_5,,FALSE,FALSE,FALSE
Spis_XP_022785010_1,335.459378,-0.418523951,0.146024754,0.001586714,0.007754888,DUF5567/DUF5567/,intraflagellar_transport_associated_protein,,FALSE,FALSE,FALSE
Spis_XP_022806674_1,27.27275414,-0.893394631,0.363282285,0.00158786,0.007758948,EGF/Pentaxin/,sushi_von_Willebrand_factor_type_A_EGF_and_pentraxin_domain_containing_1,,FALSE,FALSE,FALSE
Spis_XP_022800175_1,7.791639749,-1.208363613,0.544092432,0.001588973,0.007762845,CHGN/,chondroitin_sulfate_N_acetylgalactosaminyltransferase_1,,FALSE,FALSE,FALSE
Spis_XP_022782263_1,10.13411005,-1.504720368,0.751217241,0.001590861,0.007770123,Trehalase/,trehalase,,FALSE,FALSE,FALSE
Spis_XP_022809118_1,27.98975666,-0.968295769,0.402825455,0.001591094,0.007770123,EGF/,zonadhesin_gene_pseudogene_,,FALSE,FALSE,FALSE
Spis_XP_022806040_1,41.99730349,-1.221517144,0.552662585,0.001591483,0.007770481,MFS_1_like/,major_facilitator_superfamily_domain_containing_6,,FALSE,FALSE,FALSE
Spis_XP_022808250_1,41.65097702,1.908244525,1.226667836,0.001592327,0.007773057,,,,FALSE,FALSE,FALSE
Spis_XP_022795463_1,868.6438518,0.626890484,0.236270383,0.001594012,0.007778196,DAGK_cat/,sphingosine_kinase_2,,FALSE,FALSE,FALSE
Spis_Spis5452_1,20.91109275,0.885272563,0.359331092,0.001593969,0.007778196,,,,FALSE,FALSE,FALSE
Spis_XP_022787104_1,51641.22342,0.567377583,0.209715049,0.001595089,0.007781907,GTP_EFTU/EFG_IV/EFG_C/,eukaryotic_translation_elongation_factor_2,,FALSE,FALSE,FALSE
Spis_Spis23916_1,6201.338774,0.688854654,0.264566258,0.001596553,0.00778751,,,,FALSE,FALSE,FALSE
Spis_XP_022792585_1,604.9476962,-0.469611496,0.167390736,0.001596914,0.007787725,GPS/7tm_2/,GPCR-secretin.HG1.33:like:ADGRE1/ADGRE2/ADGRE3/ADGRE5/ADGRL1/ADGRL2/ADGRL3/ADGRL4/CELSR1/CELSR2/CELSR3:likeclu:35/44/45/46/47/72/73,,FALSE,FALSE,FALSE
Spis_XP_022809387_1,16442.80931,-0.723594636,0.280713971,0.001597691,0.007789971,Ldh_1_N/Ldh_1_C/,malate_dehydrogenase_1,,FALSE,FALSE,FALSE
Spis_XP_022780810_1,845.1850821,0.70204546,0.270772418,0.001601585,0.007807407,WD40/WD40/WD40/WD40/WD40/,serine_threonine_kinase_receptor_associated_protein,,FALSE,FALSE,FALSE
Spis_XP_022783544_1,4.488609152,-1.701457892,0.92261714,0.001610095,0.007845786,Cellulase/,,,FALSE,FALSE,FALSE
Spis_XP_022809394_1,128.2020482,0.840376366,0.33722357,0.001609905,0.007845786,XK-related/,XK_related_6,,FALSE,FALSE,FALSE
Spis_XP_022801804_1,205.4889245,0.593387899,0.221538318,0.0016113,0.007850101,,coiled_coil_domain_containing_77,,FALSE,FALSE,FALSE
Spis_XP_022790271_1,1400.442677,-0.847417092,0.340818194,0.001612811,0.00785591,Collagen/,Collagen.HG3.6:NA,,FALSE,FALSE,FALSE
Spis_XP_022779741_1,117.9647502,-0.691484926,0.266150943,0.001613885,0.007859586,MORN/MORN/MORN/MORN/MORN/MORN/MORN/,radial_spoke_head_component_1,,FALSE,FALSE,FALSE
Spis_XP_022805523_1,1717.722489,-0.537222488,0.196767988,0.001616109,0.007868861,,,,FALSE,FALSE,FALSE
Spis_XP_022800691_1,808.1112174,-0.838734908,0.336610634,0.001616735,0.007870348,Zona_pellucida/,ZP domain-containing protein-like,,FALSE,FALSE,FALSE
Spis_XP_022796491_1,418.1647442,0.497902785,0.179774462,0.00162185,0.007893689,DUF4200/,coiled_coil_domain_containing_42,,FALSE,FALSE,FALSE
Spis_XP_022799961_1,3.760991171,-1.753319254,0.979237967,0.001624737,0.007906175,,"glutenin, high molecular weight subunit DX5-like",,FALSE,FALSE,FALSE
Spis_XP_022787797_1,55.26412626,-0.857194142,0.346107168,0.001625549,0.007908565,GON/,ADAM_metallopeptidase_with_thrombospondin_type_1_motif_9,,FALSE,FALSE,FALSE
Spis_XP_022795954_1,6.884185623,-1.523609218,0.769696412,0.001626047,0.007909423,Ion_trans_2/Ion_trans_2/,potassium_two_pore_domain_channel_subfamily_K_member_3,,FALSE,FALSE,FALSE
Spis_Spis25783_1,67.47873508,-1.138162352,0.50260009,0.001630375,0.007924206,,,,FALSE,FALSE,FALSE
Spis_XP_022810039_1,87.63554306,-1.135939107,0.501213685,0.001629927,0.007924206,NHL/,,,FALSE,FALSE,FALSE
Spis_XP_022798133_1,169.2803746,-0.950037009,0.394488126,0.001630265,0.007924206,GKAP/,GKAP.HG1.1:DLGAP5,,FALSE,FALSE,FALSE
Spis_XP_022778998_1,54.22106707,1.337178384,0.632534677,0.001629837,0.007924206,,,,FALSE,FALSE,FALSE
Spis_XP_022778971_1,20.32385187,-1.082490648,0.46911799,0.00163089,0.007925145,CAP/Trypsin/,transmembrane_serine_protease_6,,FALSE,FALSE,FALSE
Spis_XP_022782589_1,1749.186195,0.375844197,0.129312008,0.001636223,0.00794949,Abi_HHR/SH3_9/,abl_interactor_1,,FALSE,FALSE,FALSE
Spis_XP_022810578_1,27.41186044,-0.998508005,0.421508032,0.001643634,0.00798392,Tyrosinase/,tyrosinase,,FALSE,FALSE,FALSE
Spis_XP_022779513_1,253.6179674,-0.656416239,0.250711266,0.001647996,0.008003529,CABIT/SAM_1/,SAM.HG2.1:like:PPP1R9A/SAMD14:likeclu:4,,FALSE,FALSE,FALSE
Spis_XP_022780409_1,127.9662847,-0.777855123,0.307747904,0.001650404,0.00801271,Hint/,Indian_hedgehog_signaling_molecule,,FALSE,FALSE,FALSE
Spis_XP_022805311_1,4426.027333,0.646979382,0.246444424,0.001650537,0.00801271,RUNX1/RUNX2/RUNX3,Runt_Runx.RUNX1/RUNX2/RUNX3,,TRUE,FALSE,FALSE
Spis_XP_022784546_1,830.8773373,0.247040757,0.08134966,0.001652726,0.008021751,FHA/,Smad_nuclear_interacting_protein_1,,FALSE,FALSE,FALSE
Spis_XP_022808676_1,461.2106201,0.89491658,0.36632369,0.001655737,0.008033196,ILEI/,cell_migration_inducing_hyaluronidase_1,,FALSE,FALSE,FALSE
Spis_XP_022792782_1,1195.458138,0.93186831,0.385709257,0.001655666,0.008033196,,,,FALSE,FALSE,FALSE
Spis_XP_022801132_1,83.7866464,-0.744945064,0.292141996,0.001656126,0.008033503,islike:NR2E1/NR2E3,zf-C4_Nuclear_receptors.NR2E1/NR2E3,,TRUE,FALSE,FALSE
Spis_XP_022807664_1,377.4112989,-0.729168572,0.284738227,0.001658819,0.008044977,Aldedh/,aldehyde_dehydrogenase_8_family_member_A1,,FALSE,FALSE,FALSE
Spis_XP_022786338_1,853.7778108,0.522312234,0.190874234,0.001660606,0.00805206,DUF818/,abhydrolase_domain_containing_13,,FALSE,FALSE,FALSE
Spis_XP_022800070_1,207.8266842,-0.871904866,0.354805047,0.001665614,0.008074748,adh_short/,sterol_dehydrogenase.HG1.17:like:DCXR/DHRS11/KDSR:likeclu:20/21/22,,FALSE,FALSE,FALSE
Spis_Spis25213_1,126.950826,-0.951058118,0.396522473,0.00167037,0.008096213,,,,FALSE,FALSE,FALSE
Spis_Spis790_1,16.98537508,1.488769706,0.747254249,0.001672754,0.008106171,,,,FALSE,FALSE,FALSE
Spis_XP_022805170_1,1642.83494,0.502253418,0.182338057,0.001675023,0.008115568,SRCR/SRCR/SRCR/SRCR/MAM/Ig_2/Ig_3/Ig_3/Ig_3/Ig_2/Trypsin/,deleted_in_malignant_brain_tumors_1,,FALSE,FALSE,FALSE
Spis_XP_022798682_1,74.40834937,0.998953217,0.423055711,0.001675544,0.008116492,fn2/Gly_rich/,fibronectin.HG37.0:BSPH1/IGF2R/MMP2,,FALSE,FALSE,FALSE
Spis_XP_022797534_1,192.82801,-0.728832235,0.284982947,0.001676511,0.008118517,Pkinase_Tyr/,Pkinase.HG11.0:NA,,FALSE,FALSE,FALSE
Spis_XP_022783136_1,527.2247964,0.621342638,0.235251485,0.001676622,0.008118517,HMGXB4,HMGbox_Sox.HMGXB4,,TRUE,FALSE,FALSE
Spis_XP_022803275_1,10.11910429,-1.357342449,0.650364675,0.001677469,0.008121022,,,,FALSE,FALSE,FALSE
Spis_XP_022804216_1,232.3207374,-0.745916132,0.293233829,0.001682758,0.008145026,Arginase/,arginase_1,,FALSE,FALSE,FALSE
Spis_XP_022788603_1,210.234534,-0.632770134,0.240591586,0.001684586,0.00815227,,,,FALSE,FALSE,FALSE
Spis_XP_022804968_1,3236.48301,0.505492751,0.183870927,0.001684944,0.008152401,Pkinase/,Pkinase.HG127.1:TTBK1/TTBK2,,FALSE,FALSE,FALSE
Spis_XP_022783683_1,2223.264517,-0.758438126,0.29934603,0.001688028,0.008164111,SRCR/SRCR/SRCR/SRCR/Lysyl_oxidase/fn2/SRCR/SRCR/SRCR/SRCR/Lysyl_oxidase/fn2/,fibronectin.HG18.1:like:SORL1:likeclu:4,,FALSE,FALSE,FALSE
Spis_XP_022791850_1,2665.270982,0.494120113,0.178982263,0.001687936,0.008164111,S1/DEAD/Helicase_C/HA2/OB_NTP_bind/,DEAD.HG2.16:like:DHX16/DHX38:likeclu:17/18,,FALSE,FALSE,FALSE
Spis_XP_022800106_1,11028.34535,0.657742959,0.252112731,0.001689068,0.008167537,Lectin_leg-like/,lectin_mannose_binding_2,,FALSE,FALSE,FALSE
Spis_XP_022788935_1,321.6457174,-0.617516934,0.233784996,0.00169204,0.008178692,ORC3_N/,origin_recognition_complex_subunit_3,,FALSE,FALSE,FALSE
Spis_XP_022788883_1,656.5709019,0.487098804,0.176003024,0.001691926,0.008178692,DNA_pol_B_exo1/DNA_pol_B/zf-C4pol/,REV3_like_DNA_directed_polymerase_zeta_catalytic_subunit,,FALSE,FALSE,FALSE
Spis_Spis5330_1,4.856269963,-1.428625003,0.703553707,0.001694371,0.008185135,,,,FALSE,FALSE,FALSE
Spis_XP_022796181_1,22.42704579,-0.841277927,0.340135347,0.001693737,0.008185135,Ig_3/,hemicentin_2,,FALSE,FALSE,FALSE
Spis_XP_022779790_1,49.76007003,-0.685707441,0.265153173,0.001694332,0.008185135,7tm_1/,adenosine_A2a_receptor,,FALSE,FALSE,FALSE
Spis_XP_022798798_1,289.7523697,-0.720175628,0.281306708,0.001694824,0.008185715,PKD_channel/,ion-NaKCa.HG26.1:NA,,FALSE,FALSE,FALSE
Spis_XP_022788332_1,2549.754921,1.042892802,0.449084645,0.001699018,0.008204363,Trypsin/,coagulation_factor_II_thrombin,,FALSE,FALSE,FALSE
Spis_XP_022784960_1,109.4407457,0.916969125,0.379429464,0.001702423,0.008219191,VWA/TSP_1/VWA/F5_F8_type_C/F5_F8_type_C/EGF/EGF_CA/EGF/EGF_CA/EGF/EGF_CA/EGF_CA/EGF/EGF_CA/EGF_CA/EGF/EGF_CA/EGF/EGF/EGF_CA/VWA/,EGF_like_repeats_and_discoidin_domains_3,,FALSE,FALSE,FALSE
Spis_XP_022782264_1,22.76468621,0.963811531,0.40482691,0.00170726,0.00824093,7tm_1/,GPCR-rhodopsin.HG79.0:NA,,FALSE,FALSE,FALSE
Spis_XP_022803317_1,3.110281289,-1.798576684,1.052875764,0.001708623,0.00824589,Collagen/,Collagen.HG8.6:NA,,FALSE,FALSE,FALSE
Spis_XP_022799205_1,1205.641878,1.256746949,0.583366483,0.001709568,0.008248833,MAM/MAM/Trypsin/,serine_protease_1,,FALSE,FALSE,FALSE
Spis_XP_022798668_1,9.32959445,-1.452379699,0.722876013,0.001710152,0.008250032,NDK/,NME_NM23_nucleoside_diphosphate_kinase_6,,FALSE,FALSE,FALSE
Spis_Spis20446_1,24.162074,-0.974076908,0.410655936,0.001712066,0.00825765,,,,FALSE,FALSE,FALSE
Spis_XP_022787723_1,293.1248002,-0.786612662,0.313827957,0.00172211,0.008301212,Aminotran_5/,kynureninase,,FALSE,FALSE,FALSE
Spis_XP_022790688_1,145.8987108,-0.662483544,0.254919742,0.001721446,0.008301212,PCMT/SOCS_box/,DOT1.HG1.0:like:DOT1L:likeclu:2,,FALSE,FALSE,FALSE
Spis_XP_022809469_1,659.5166719,0.610919837,0.231299815,0.001721823,0.008301212,,,,FALSE,FALSE,FALSE
Spis_XP_022789643_1,144.1063594,-0.943997919,0.394598824,0.00172266,0.008302238,Pkinase/,Pkinase.HG152.0:TTK,,FALSE,FALSE,FALSE
Spis_XP_022780591_1,101.7552893,-0.769585031,0.30559197,0.001723947,0.008306814,DUF5745/,centrosomal_protein_95,,FALSE,FALSE,FALSE
Spis_XP_022788121_1,19.2123593,-0.981577632,0.415306595,0.001724914,0.008309845,,,,FALSE,FALSE,FALSE
Spis_Spis8467_1,21.85908659,-1.086314687,0.475959172,0.001726139,0.008313462,,,,FALSE,FALSE,FALSE
Spis_XP_022792935_1,42.27548906,-0.918305919,0.380947191,0.001726341,0.008313462,adh_short/,sterol_dehydrogenase.HG3.6:like:DHRS9/HSD17B6/RDH5/RDH16/SDR9C7:likeclu:3,,FALSE,FALSE,FALSE
Spis_XP_022807127_1,439.6461042,0.512470281,0.187471814,0.001728268,0.008321115,Thioredoxin/,thioredoxin_domain_containing_15,,FALSE,FALSE,FALSE
Spis_XP_022796856_1,13.79040901,-1.007808927,0.430328072,0.00173182,0.008336587,,,,FALSE,FALSE,FALSE
Spis_Spis1805_1,416.2211105,0.795334471,0.318364122,0.001732364,0.008337572,,,,FALSE,FALSE,FALSE
Spis_XP_022789370_1,191.9739895,-0.719806409,0.282024331,0.001735466,0.008350867,PTCB-BRCT/PTCB-BRCT/BRCT/PTCB-BRCT/BRCT/BRCT/,DNA_topoisomerase_II_binding_protein_1,,FALSE,FALSE,FALSE
Spis_XP_022801972_1,162.4059058,0.666573878,0.257102154,0.001736467,0.008354052,MFS_1_like/,major_facilitator_superfamily_domain_containing_6,,FALSE,FALSE,FALSE
Spis_XP_022780243_1,2320.605801,0.722207653,0.283284454,0.00174105,0.008374464,ParA/,nucleotide_binding_protein_2,,FALSE,FALSE,FALSE
Spis_XP_022781050_1,3.296614757,-1.769333445,1.022577155,0.001745551,0.008394471,ShK/2OG-FeII_Oxy_3/,prolyl_4_hydroxylase_transmembrane,,FALSE,FALSE,FALSE
Spis_Spis2147_1,1340.302981,0.518299045,0.190286048,0.001748205,0.008405596,,,,FALSE,FALSE,FALSE
Spis_XP_022792208_1,2417.482791,0.279463446,0.093459231,0.001749661,0.00840931,C1_1/DAGK_cat/DAGK_acc/Ank_2/,diacylglycerol_kinase_iota,,FALSE,FALSE,FALSE
Spis_Spis25874_1,129.3304995,0.790079332,0.316217829,0.001749358,0.00840931,,,,FALSE,FALSE,FALSE
Spis_XP_022791667_1,1029.903673,0.411399087,0.144697929,0.00175022,0.008410354,LRR_8/LRR_8/B3_4/,leucine_rich_repeat_containing_47,,FALSE,FALSE,FALSE
Spis_XP_022786599_1,2.574010046,-1.726432641,0.972840198,0.001751884,0.008416706,Glyco_hydro_10/WSC/,WSC_domain_containing_2,,FALSE,FALSE,FALSE
Spis_XP_022779800_1,593.5794149,-0.830161802,0.336234458,0.001753353,0.008422118,7tm_1/,GPCR-rhodopsin.HG1.6:like:GPR27/GPR50/GPR85/GPR173:likeclu:48/49,,FALSE,FALSE,FALSE
Spis_XP_022780717_1,2551.152017,0.633068586,0.241963922,0.001753822,0.008422726,CLN3/,novel_protein,,FALSE,FALSE,FALSE
Spis_XP_022809818_1,105.4451341,1.002978034,0.428609195,0.001757375,0.008438141,,,,FALSE,FALSE,FALSE
Spis_XP_022801672_1,210.5837322,0.95850446,0.403938597,0.001762334,0.008460303,REJ/GPS/PLAT/PKD_channel/,ion-NaKCa.HG2.20:like:PKD1L3/PKD2/PKD2L1/PKD2L2/PKDREJ:likeclu:2/14,,FALSE,FALSE,FALSE
Spis_XP_022803926_1,9384.665098,0.359881341,0.12404578,0.001764345,0.008468304,S8_pro-domain/Peptidase_S8/P_proprotein/,proprotein_convertase_subtilisin_kexin_type_1,,FALSE,FALSE,FALSE
Spis_XP_022786924_1,87.51795903,1.107316432,0.490613049,0.001765746,0.008473375,PARP/,poly_ADP_ribose_polymerase_family_member_12,,FALSE,FALSE,FALSE
Spis_XP_022807555_1,307.3555466,0.578285184,0.217288237,0.001768902,0.008486865,,A_kinase_anchoring_protein_17A,,FALSE,FALSE,FALSE
Spis_XP_022796391_1,1668.22894,1.128424505,0.50396657,0.001771847,0.008499338,AAA_5/,ring_finger_protein_213,,FALSE,FALSE,FALSE
Spis_XP_022791839_1,11.06417287,-1.734665967,0.986293755,0.001774331,0.008509594,fn3/Fz/Fz/Fz/,fibronectin.HG19.3:like:FNDC4/FNDC5:likeclu:0,,FALSE,FALSE,FALSE
Spis_XP_022784799_1,82.50060696,-1.188889042,0.542709525,0.001777061,0.008520437,Spectrin/,Spectrin.HG3.0:like:DMD/DRP2/UTRN:likeclu:2,,FALSE,FALSE,FALSE
Spis_XP_022787295_1,24.3819518,-0.772825404,0.308464569,0.001777284,0.008520437,MFS_1_like/,major_facilitator_superfamily_domain_containing_6,,FALSE,FALSE,FALSE
Spis_Spis20728_1,14.30236945,-1.02823354,0.443967566,0.00177839,0.00852408,,,,FALSE,FALSE,FALSE
Spis_XP_022791747_1,2.244243815,-1.824699631,1.115675464,0.001788037,0.008568648,CAP/,GLI_pathogenesis_related_2,,FALSE,FALSE,FALSE
Spis_XP_022788723_1,6423.424666,0.263940411,0.088059074,0.001791249,0.00858237,DnaJ/,DnaJ_heat_shock_protein_family_Hsp40_member_B8,,FALSE,FALSE,FALSE
Spis_XP_022801427_1,54.18624397,-0.668754019,0.259174565,0.001791904,0.008583835,,,,FALSE,FALSE,FALSE
Spis_XP_022807772_1,31.76781787,-0.792711735,0.318611039,0.001792777,0.008586347,fn3/Pkinase_Tyr/,fibronectin.HG2.42:like:AXL/MERTK/NPHS1/ROS1/TEK/TIE1/TYRO3/VSIG10L2:likeclu:13/15/17/18/24,,FALSE,FALSE,FALSE
Spis_XP_022785425_1,82.58963721,-0.636974028,0.24448656,0.00179509,0.008595752,,HAUS_augmin_like_complex_subunit_6,,FALSE,FALSE,FALSE
Spis_XP_022803267_1,28.63128895,1.162369745,0.526870238,0.001799926,0.008617234,ANTP_DBX1/ANTP_DBX2/ANTP_HLX,Homeodomains.ANTP_DBX1/ANTP_DBX2/ANTP_HLX,,TRUE,FALSE,FALSE
Spis_XP_022800736_1,8.153239508,1.136778842,0.510734428,0.001802073,0.008625833,Rep_fac-A_C/,DNA_damage_induced_apoptosis_suppressor,,FALSE,FALSE,FALSE
Spis_XP_022802163_1,51.36475566,1.144867372,0.515899204,0.001803207,0.008629583,,,,FALSE,FALSE,FALSE
Spis_XP_022804943_1,96.85672862,0.977798225,0.416199606,0.001804343,0.008633343,Ig_3/PHR/,NCam.HG3.2:like:MFAP3L:likeclu:3,,FALSE,FALSE,FALSE
Spis_XP_022786487_1,140.5826185,-1.139762938,0.512768099,0.001805061,0.008635099,EGF_CA/EGF_CA/Fibrinogen_C/,tenascin_R,,FALSE,FALSE,FALSE
Spis_XP_022791946_1,87.76148547,-0.673886425,0.26188932,0.001808498,0.008649859,Ras/,RAS_like_estrogen_regulated_growth_inhibitor,,FALSE,FALSE,FALSE
Spis_XP_022778194_1,928.2199664,-0.535712447,0.19882159,0.001811375,0.008661933,Glycos_transf_1/,,,FALSE,FALSE,FALSE
Spis_XP_022799416_1,255.038543,-0.822148112,0.333828546,0.001813304,0.008669475,Collagen/,Collagen.HG10.4:NA,,FALSE,FALSE,FALSE
Spis_XP_022798108_1,659.9436273,-0.647076337,0.249545277,0.001816824,0.008684618,VWA_N/VWA/,calcium_voltage_gated_channel_auxiliary_subunit_alpha2delta_1,,FALSE,FALSE,FALSE
Spis_XP_022801409_1,4868.692604,0.340693262,0.116928043,0.001817972,0.008688414,UQ_con/,ubiquitin_conjugating_enzyme_E2_L3,,FALSE,FALSE,FALSE
Spis_XP_022778337_1,33.55304669,1.153977657,0.522641195,0.001821422,0.008702505,F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/,EGF_like_repeats_and_discoidin_domains_3,,FALSE,FALSE,FALSE
Spis_Spis25036_1,5042.344027,1.417537542,0.706243397,0.001821627,0.008702505,,,,FALSE,FALSE,FALSE
Spis_XP_022805561_1,12.32667445,-1.217737323,0.564359368,0.001823437,0.008709459,TSP1_ADAMTS/TSP1_ADAMTS/,ADAMTS_like_1,,FALSE,FALSE,FALSE
Spis_XP_022785415_1,8.694594373,-1.133737768,0.509949918,0.001824397,0.008712355,zf-LITAF-like/,lipopolysaccharide_induced_TNF_factor,,FALSE,FALSE,FALSE
Spis_XP_022779903_1,5294.4891,0.41189174,0.145591019,0.001825171,0.008712667,HS1_rep/HS1_rep/HS1_rep/HS1_rep/HS1_rep/HS1_rep/SH3_9/,cortactin,,FALSE,FALSE,FALSE
Spis_XP_022789467_1,2442.530453,0.78939769,0.317777881,0.001825122,0.008712667,HSP70/,heat_shock_protein_family_A_Hsp70_member_13,,FALSE,FALSE,FALSE
Spis_XP_022791515_1,278.2213683,-0.86318917,0.355139018,0.001825731,0.008713651,RINGv/,membrane_associated_ring_CH_type_finger_9,,FALSE,FALSE,FALSE
Spis_XP_022784421_1,143.4875977,0.633546794,0.24346138,0.001827216,0.008719048,,mucin-2-like,,FALSE,FALSE,FALSE
Spis_XP_022798300_1,437.0373978,-0.725934273,0.286968409,0.00182928,0.00872648,Voldacs/,chloride_nucleotide_sensitive_channel_1A,,FALSE,FALSE,FALSE
Spis_XP_022803516_1,5022.633007,0.534872132,0.19868881,0.001829483,0.00872648,Peptidase_A22B/,histocompatibility_minor_13,,FALSE,FALSE,FALSE
Spis_XP_022787709_1,5.329768237,-1.471130827,0.748650245,0.001830573,0.008729988,,,,FALSE,FALSE,FALSE
Spis_XP_022778984_1,491.1994584,0.464919176,0.168055075,0.001831352,0.008732012,zf-LYAR/,Ly1_antibody_reactive,,FALSE,FALSE,FALSE
Spis_XP_022793925_1,4505.503325,-0.384980659,0.134649125,0.001835566,0.008750409,TGS/tRNA_SAD/tRNA-synt_2b/HGTP_anticodon/,threonyl_tRNA_synthetase_1,,FALSE,FALSE,FALSE
Spis_XP_022798726_1,4338.834128,-0.690904381,0.270428333,0.00183597,0.00875064,AA_permease_N/AA_permease/SLC12/,solute_carrier_family_12_member_2,,FALSE,FALSE,FALSE
Spis_XP_022786627_1,4413.110408,1.419469277,0.709445581,0.001842086,0.008778088,TIMP/,TIMP_metallopeptidase_inhibitor_4,,FALSE,FALSE,FALSE
Spis_XP_022793013_1,3097.678575,0.768704118,0.30802555,0.001843548,0.008783354,ABC_tran/ABC_tran_Xtn/ABC_tran/,ATP_binding_cassette_subfamily_F_member_3,,FALSE,FALSE,FALSE
Spis_XP_022780791_1,4.63659451,-1.679035124,0.937063451,0.001845899,0.008792852,,,,FALSE,FALSE,FALSE
Spis_XP_022787492_1,9.815421387,-1.518996616,0.789131918,0.001846438,0.008793718,7tm_1/,GPCR-rhodopsin.HG9.13:NA,,FALSE,FALSE,FALSE
Spis_XP_022798256_1,79.06305687,-0.750755819,0.299371535,0.001848359,0.008801164,Aa_trans/,solute_carrier_family_36_member_4,,FALSE,FALSE,FALSE
Spis_XP_022782972_1,14.10287146,0.94678251,0.400583499,0.001850178,0.008808122,Ank_4/Ank_2/Ank_2/Ank_2/Ank_2/Ank_2/,euchromatic_histone_lysine_methyltransferase_1,,FALSE,FALSE,FALSE
Spis_XP_022786437_1,3632.32019,0.631518576,0.24295615,0.001852588,0.008817891,,,,FALSE,FALSE,FALSE
Spis_XP_022802175_1,838.9612939,-0.475048442,0.172667786,0.001853283,0.008819493,,,,FALSE,FALSE,FALSE
Spis_XP_022794419_1,4281.621859,0.483079826,0.176170349,0.001854499,0.008823571,BRO1/ALIX_LYPXL_bnd/Y_phosphatase/,Y_phosphatase.HG2.0:PTPN23,,FALSE,FALSE,FALSE
Spis_XP_022801303_1,15.77588586,1.001839351,0.431819764,0.001856099,0.008829477,DED/NHL/NHL/NHL/NHL/,tripartite_motif_containing_32,,FALSE,FALSE,FALSE
Spis_XP_022785923_1,39.16030124,1.012045303,0.437935454,0.001861707,0.008854442,F5_F8_type_C/,HECT_domain_E3_ubiquitin_protein_ligase_1,,FALSE,FALSE,FALSE
Spis_XP_022795583_1,27613.09531,0.637335055,0.245847927,0.001864026,0.008863761,Glyco_hydr_116N/DUF608/,,,FALSE,FALSE,FALSE
Spis_XP_022798255_1,9860.10745,0.459764363,0.166208488,0.00186614,0.008872095,Calreticulin/,calnexin,,FALSE,FALSE,FALSE
Spis_XP_022777591_1,4811.855355,0.375572827,0.131095764,0.001866616,0.008872645,RRM_1/PWI/,PWI.HG1.3:RBM25,,FALSE,FALSE,FALSE
Spis_XP_022781233_1,6848.054393,0.528784359,0.196477578,0.001867891,0.008876989,HSP70/HSP70/,heat_shock_protein_family_H_Hsp110_member_1,,FALSE,FALSE,FALSE
Spis_XP_022786339_1,1443.596084,0.720627842,0.285294603,0.001870692,0.008888587,NYD-SP28/NYD-SP28_assoc/,dynein_regulatory_complex_subunit_1,,FALSE,FALSE,FALSE
Spis_XP_022808234_1,12098.46104,0.467163633,0.169463661,0.001872403,0.008894999,DEAD/Helicase_C/,DEAD.HG12.1:DDX39A/DDX39B,,FALSE,FALSE,FALSE
Spis_XP_022807145_1,18.70707669,-1.521608226,0.794071925,0.001873201,0.008895388,UDPGT/,UDP_glycosyltransferase_8,,FALSE,FALSE,FALSE
Spis_XP_022782915_1,192.9936123,-0.584689422,0.221766992,0.001873208,0.008895388,7tm_2/,GPCR-secretin.HG8.1:GPR157,,FALSE,FALSE,FALSE
Spis_Spis13900_1,2.29382352,1.841721301,1.190041949,0.001876348,0.008908583,,,,FALSE,FALSE,FALSE
Spis_XP_022792149_1,114.1416322,-0.861271741,0.355630671,0.001877535,0.008912499,BRCA2/BRCA2/BRCA2/BRCA2/BRCA2/BRCA2/BRCA2/BRCA-2_helical/BRCA-2_OB1/Tower/BRCA-2_OB3/,BRCA2_DNA_repair_associated,,FALSE,FALSE,FALSE
Spis_XP_022788267_1,9.061249834,-1.065512405,0.470332196,0.00187869,0.008916258,,,,FALSE,FALSE,FALSE
Spis_XP_022784042_1,588.7386815,1.10487681,0.494605771,0.001880834,0.008924712,MAM/Trypsin/,ovochymase_1,,FALSE,FALSE,FALSE
Spis_XP_022801161_1,10.75097899,-1.303574547,0.627470898,0.001887002,0.008952254,7tm_1/,GPCR-rhodopsin.HG18.1:NA,,FALSE,FALSE,FALSE
Spis_XP_022795713_1,409.7110317,-0.582637149,0.221064651,0.001888938,0.008959713,HlyIII/,progestin_and_adipoQ_receptor_family_member_6,,FALSE,FALSE,FALSE
Spis_XP_022805773_1,7417.975506,0.676898771,0.264937628,0.001895017,0.008986814,Arf/,secretion_associated_Ras_related_GTPase_1B,,FALSE,FALSE,FALSE
Spis_XP_022787984_1,272.1300802,-1.065301763,0.470970103,0.001896353,0.008989078,DUF3715/,transcription_activation_suppressor,,FALSE,FALSE,FALSE
Spis_XP_022778985_1,288.5188234,-0.459814877,0.166544663,0.001896301,0.008989078,Nse4-Nse3_bdg/Nse4_C/,NSE4_homolog_A_SMC5_SMC6_complex_component,,FALSE,FALSE,FALSE
